"UserID","SystemAgeAsOfReg","Gender","CountryID"
15750,21,"M",756
15766,26,"M",276
15774,41,"M",724
15778,20,"F",276
15784,19,"M",276
15788,31,"F",250
15804,53,"M",250
15810,46,"M",752
15846,35,"M",250
15848,27,"M",826
15882,26,"M",752
15886,52,"M",276
15893,42,"M",56
15896,31,"M",40
15914,23,"F",724
15951,29,"M",250
15994,31,"F",250
16029,30,"M",250
16033,27,"M",250
16042,34,"M",56
16075,23,"M",276
16087,24,"M",616
16091,23,"M",276
16111,21,"M",250
16136,21,"M",498
16141,29,"M",250
16194,21,"M",250
16199,22,"M",756
16201,21,"M",276
16207,43,"M",276
16209,27,"M",250
16252,36,"M",276
16271,46,"M",250
16280,20,"M",524
16298,24,"M",250
16306,18,"M",276
16320,25,"M",276
16321,36,"M",276
16331,38,"M",616
16358,29,"M",250
16386,38,"F",724
16440,34,"M",250
16450,30,"M",250
16453,21,"M",788
16461,32,"F",40
16475,42,"M",276
16479,21,"M",348
16481,39,"M",276
16504,39,"M",40
16508,23,"M",40
16533,57,"F",724
16534,26,"M",250
16555,19,"M",250
16560,43,"F",348
16564,22,"M",276
16574,24,"M",442
16586,30,"M",442
16601,24,"M",276
16631,21,"F",250
16635,20,"M",826
16638,27,"M",276
16642,34,"M",250
16665,32,"M",250
16673,28,"M",724
16684,27,"M",276
16713,38,"M",528
16752,26,"M",528
16774,27,"M",250
16779,34,"M",56
16796,37,"M",250
16804,47,"M",250
16843,36,"M",276
16845,24,"M",56
16895,27,"F",276
16897,32,"M",276
16944,28,"M",348
16968,61,"M",250
16977,45,"M",250
16995,29,"M",348
16996,28,"M",276
17026,36,"M",348
17030,47,"M",826
17048,31,"M",40
17051,26,"F",276
17053,23,"M",276
17063,28,"M",276
17065,20,"M",724
17067,58,"M",276
17078,25,"M",276
17083,35,"M",756
17097,31,"M",276
17128,47,"M",203
17134,35,"M",276
17171,28,"F",40
17181,28,"M",250
17190,18,"M",250
17216,22,"F",643
17221,26,"M",276
17246,23,"M",724
17252,30,"M",638
17316,18,"M",616
17321,21,"M",250
17328,29,"M",276
17343,56,"M",276
17344,30,"M",276
17346,25,"M",826
17350,18,"M",442
17352,32,"M",276
17361,31,"F",276
17371,29,"M",56
17372,32,"M",276
17389,22,"M",250
17390,46,"M",276
17399,40,"M",724
17421,28,"M",56
17426,28,"M",826
17436,24,"M",56
17447,36,"M",56
17456,24,"M",826
17491,21,"M",56
17494,29,"F",56
17499,29,"M",276
17507,34,"M",826
17537,27,"F",276
17560,19,"M",276
17562,44,"M",40
17603,26,"M",203
17606,52,"M",250
17607,19,"M",250
17612,23,"M",250
17618,26,"M",250
17623,41,"M",250
17655,23,"M",724
17679,35,"M",250
17696,19,"M",724
17712,25,"M",56
17744,19,"M",276
17745,19,"M",276
17746,30,"M",250
17753,31,"M",250
17777,32,"M",250
17794,40,"M",276
17808,37,"M",276
17814,21,"M",40
17818,39,"M",250
17861,22,"M",250
17865,41,"M",756
17888,25,"M",276
17894,41,"M",250
17904,32,"M",250
17908,25,"M",250
17930,18,"F",250
17945,38,"M",724
17968,28,"M",826
17970,31,"M",276
17977,22,"M",616
17978,38,"F",276
18022,31,"M",788
18023,21,"M",276
18065,27,"F",724
18085,18,"M",250
18089,31,"M",40
18093,26,"F",276
18097,22,"M",348
18124,33,"M",250
18127,20,"M",756
18129,24,"M",250
18146,22,"M",348
18152,22,"M",250
18199,51,"F",203
18201,35,"M",616
18226,39,"M",756
18232,31,"M",703
18233,36,"M",276
18244,25,"M",528
18259,48,"M",276
18279,19,"M",250
18286,28,"M",203
18301,23,"M",250
18314,28,"M",724
18325,26,"M",276
18338,36,"M",250
18340,19,"M",250
18363,41,"F",56
18380,29,"M",724
18393,22,"M",40
18402,49,"M",276
18410,28,"M",756
18425,25,"M",56
18449,32,"F",724
18455,49,"M",348
18473,21,"M",40
18479,20,"M",752
18495,25,"M",250
18503,25,"M",56
18508,52,"F",250
18509,25,"M",276
18517,29,"M",250
18519,26,"M",250
18531,35,"M",348
18535,30,"M",203
18538,35,"M",56
18553,29,"M",724
18556,23,"M",250
18571,45,"M",276
18584,20,"F",276
18594,18,"F",276
18606,18,"M",276
18618,26,"M",703
18629,21,"M",56
18634,62,"M",826
18653,43,"M",616
18662,26,"M",203
18680,45,"M",276
18694,24,"M",56
18714,25,"F",826
18717,36,"F",124
18772,31,"M",250
18804,25,"M",250
18819,22,"M",788
18833,40,"M",250
18838,30,"M",40
18842,20,"M",250
18862,24,"M",276
18877,24,"M",276
18890,28,"M",724
18891,30,"M",250
18923,22,"M",756
18934,26,"M",250
18957,30,"M",250
18977,21,"M",348
18993,19,"M",250
19008,22,"M",276
19011,32,"M",250
19017,24,"M",826
19022,19,"M",756
19052,30,"M",250
19060,22,"M",250
19075,30,"M",250
19078,25,"M",250
19082,21,"M",203
19097,44,"M",250
19098,33,"M",250
19106,34,"M",756
19114,32,"M",756
19128,36,"M",250
19146,40,"M",276
19161,30,"M",724
19163,29,"M",724
19172,30,"F",250
19186,31,"M",250
19202,21,"M",276
19219,30,"M",826
19221,21,"M",250
19228,28,"F",250
19234,24,"M",276
19236,27,"M",203
19256,43,"M",250
19271,41,"F",250
19305,28,"M",250
19327,28,"F",250
19339,20,"M",276
19352,36,"F",484
19355,19,"M",203
19366,31,"M",250
19388,38,"M",250
19410,29,"M",56
19417,26,"M",250
19424,25,"M",276
19435,20,"M",250
19450,44,"F",56
19464,37,"M",276
19487,29,"M",276
19502,25,"M",826
19504,40,"M",276
19509,31,"M",276
19513,39,"M",250
19538,19,"F",250
19557,49,"F",724
19599,28,"M",276
19628,56,"M",643
19649,26,"M",56
19659,44,"F",56
19674,59,"M",826
19679,35,"F",250
19680,26,"M",250
19688,25,"F",203
19691,28,"M",276
19702,24,"M",276
19714,27,"M",203
19718,35,"M",276
19743,30,"M",276
19749,35,"M",250
19772,29,"M",250
19779,33,"M",788
19785,23,"F",276
19789,31,"M",788
19803,32,"M",372
19810,31,"M",643
19821,31,"M",474
19823,21,"M",250
19827,55,"M",250
19841,24,"M",724
19842,22,"M",40
19864,18,"M",276
19867,27,"M",250
19880,31,"M",250
19894,28,"M",788
19912,22,"M",250
19950,32,"M",752
19962,31,"M",250
19989,32,"F",826
19990,24,"M",348
19993,20,"M",788
19996,28,"M",724
20000,34,"M",756
20024,38,"M",250
20046,29,"M",276
20083,34,"M",724
20120,46,"M",203
20121,23,"M",250
20129,61,"M",56
20142,20,"M",756
20161,36,"M",578
20166,22,"M",276
20179,31,"M",348
20181,23,"M",528
20187,28,"M",756
20191,24,"M",348
20217,24,"M",250
20222,28,"M",250
20224,18,"M",250
20227,35,"M",250
20228,20,"M",250
20230,19,"M",250
20234,47,"M",250
20261,24,"M",276
20272,21,"M",276
20280,39,"M",250
20282,33,"M",250
20290,28,"M",250
20307,18,"M",250
20324,27,"M",788
20325,28,"M",40
20332,56,"M",826
20334,25,"M",276
20344,24,"M",276
20351,31,"F",724
20373,22,"M",788
20390,64,"F",276
20397,30,"M",724
20430,36,"M",250
20443,23,"M",40
20453,19,"M",276
20468,25,"M",203
20470,45,"F",348
20473,31,"F",250
20474,20,"M",276
20485,36,"M",724
20500,34,"M",250
20515,24,"M",752
20521,23,"M",56
20529,25,"M",276
20538,29,"F",250
20542,20,"M",788
20552,19,"M",703
20559,30,"F",276
20571,25,"M",276
20590,35,"M",276
20591,25,"M",276
20601,31,"M",250
20609,30,"F",724
20617,34,"M",276
20629,24,"M",276
20632,20,"M",756
20638,24,"M",643
20660,24,"M",56
20677,29,"M",276
20684,31,"M",643
20694,19,"M",276
20712,26,"F",56
20720,48,"F",528
20731,53,"M",40
20747,40,"F",250
20755,59,"M",250
20771,23,"F",250
20775,19,"M",276
20783,19,"M",276
20827,38,"M",250
20829,24,"M",250
20832,18,"M",724
20866,24,"M",40
20869,29,"M",788
20874,22,"F",250
20876,50,"M",250
20888,39,"M",250
20892,30,"M",40
20930,24,"M",250
20957,27,"F",276
20975,28,"M",276
20980,31,"M",56
20999,20,"M",56
21006,39,"M",250
21011,34,"M",250
21022,21,"M",250
21024,30,"M",250
21035,26,"M",31
21053,21,"M",276
21058,47,"M",250
21067,20,"M",276
21078,21,"M",40
21091,23,"M",250
21158,26,"M",250
21160,25,"M",250
21166,28,"M",276
21172,26,"M",250
21179,27,"M",250
21180,24,"M",276
21209,59,"M",276
21223,24,"F",203
21225,26,"M",276
21234,26,"F",616
21256,22,"M",56
21269,52,"M",56
21277,59,"M",276
21278,27,"M",528
21280,23,"M",250
21284,25,"F",276
21286,25,"M",250
21294,43,"M",40
21302,23,"M",752
21303,39,"M",724
21311,29,"M",250
21321,48,"M",826
21340,46,"M",276
21353,39,"M",703
21358,25,"M",643
21365,47,"F",528
21370,29,"M",250
21394,34,"M",40
21401,27,"F",756
21404,37,"M",250
21410,27,"M",826
21422,30,"M",643
21425,21,"M",276
21450,42,"M",276
21488,24,"M",276
21501,22,"M",528
21503,34,"M",250
21504,33,"M",276
21520,39,"M",276
21523,34,"M",724
21524,18,"M",40
21529,37,"M",528
21538,19,"M",250
21595,29,"M",40
21610,23,"M",348
21620,26,"F",724
21625,24,"M",703
21628,41,"M",826
21635,38,"M",56
21643,48,"M",528
21651,19,"M",528
21667,24,"M",203
21670,26,"M",826
21675,22,"M",250
21681,18,"M",528
21683,18,"M",276
21685,25,"M",703
21697,30,"M",276
21701,18,"M",56
21712,44,"M",250
21716,26,"M",250
21721,32,"M",276
21723,25,"M",724
21734,27,"M",31
21736,32,"M",276
21738,36,"M",56
21765,18,"M",250
21774,26,"M",724
21783,22,"M",826
21784,27,"F",756
21787,22,"F",616
21788,18,"M",276
21794,42,"M",250
21806,35,"M",56
21816,23,"M",724
21831,35,"M",276
21833,44,"M",276
21835,31,"M",276
21843,25,"M",724
21849,23,"M",756
21892,19,"M",276
21900,36,"M",203
21912,26,"M",528
21948,25,"M",826
21964,44,"M",250
21983,25,"M",724
21995,23,"M",724
22003,21,"M",724
22005,31,"M",724
22009,40,"M",724
22014,46,"M",276
22087,30,"M",788
22092,20,"M",616
22095,35,"F",276
22118,20,"M",40
22122,23,"M",250
22123,21,"M",250
22127,21,"F",250
22144,22,"M",703
22167,22,"M",56
22172,26,"M",348
22198,25,"M",616
22205,40,"M",826
22210,28,"M",276
22215,28,"M",528
22233,29,"M",616
22238,21,"M",56
22244,31,"M",70
22245,18,"M",724
22248,25,"M",276
22252,20,"M",250
22255,21,"M",40
22258,37,"M",250
22263,34,"M",250
22276,25,"M",724
22279,29,"M",643
22282,29,"M",826
22285,30,"M",250
22298,29,"M",250
22329,28,"M",276
22349,19,"M",250
22376,29,"M",276
22385,48,"M",276
22426,24,"M",250
22430,40,"F",250
22435,26,"M",348
22460,27,"M",250
22487,23,"M",643
22492,68,"M",276
22510,18,"M",250
22519,49,"M",826
22528,23,"M",250
22534,18,"M",250
22547,20,"M",250
22553,18,"M",348
22560,32,"M",724
22586,36,"M",276
22587,28,"F",40
22595,24,"M",250
22616,44,"F",250
22624,29,"M",250
22632,21,"M",756
22634,25,"M",276
22649,45,"M",250
22657,26,"M",250
22659,38,"M",56
22665,26,"F",348
22699,32,"M",348
22725,39,"M",203
22736,19,"M",250
22746,31,"M",250
22784,31,"M",703
22789,18,"M",250
22813,25,"F",643
22828,27,"M",56
22848,24,"M",250
22851,24,"M",40
22861,21,"M",643
22866,25,"M",250
22869,26,"M",250
22876,19,"M",250
22887,34,"M",203
22899,18,"M",56
22927,18,"M",826
22936,31,"M",56
22978,21,"M",250
22991,27,"M",276
22995,29,"F",250
23003,36,"M",250
23007,31,"M",56
23016,33,"M",788
23034,35,"M",276
23039,35,"M",276
23047,25,"M",276
23065,25,"F",826
23075,29,"M",250
23093,27,"M",276
23099,32,"M",276
23101,24,"M",250
23114,22,"M",643
23116,18,"M",276
23119,19,"M",442
23158,29,"F",250
23160,27,"M",756
23162,21,"M",276
23172,32,"M",862
23173,20,"M",528
23177,27,"M",276
23186,26,"M",724
23192,20,"M",616
23194,18,"M",276
23204,46,"M",756
23207,18,"M",276
23224,18,"M",276
23225,24,"M",788
23243,24,"M",528
23258,34,"F",250
23259,32,"M",276
23379,21,"M",203
23398,22,"M",756
23402,25,"M",276
23412,30,"M",276
23413,28,"M",250
23425,51,"M",250
23427,27,"M",826
23428,21,"M",40
23431,34,"M",348
23465,37,"F",40
23474,39,"M",756
23476,23,"M",276
23485,20,"M",203
23488,31,"M",250
23531,25,"M",348
23548,37,"M",276
23551,42,"M",276
23563,29,"M",504
23597,57,"M",56
23616,26,"F",348
23645,21,"M",724
23665,30,"M",826
23671,21,"M",56
23680,30,"F",250
23706,25,"F",250
23707,28,"F",276
23716,34,"M",250
23718,31,"M",203
23721,28,"M",56
23740,23,"M",56
23749,31,"M",818
23753,22,"M",752
23810,23,"M",276
23822,21,"M",276
23833,23,"M",203
23843,24,"M",250
23852,24,"M",254
23854,27,"M",250
23855,21,"M",250
23860,23,"M",250
23862,31,"M",250
23878,20,"M",724
23880,36,"M",724
23894,20,"M",348
23962,24,"M",250
23965,25,"M",276
23972,21,"M",250
24013,30,"M",250
24035,20,"M",40
24070,24,"M",348
24073,25,"M",826
24083,39,"M",276
24084,57,"M",276
24098,47,"M",40
24110,53,"M",276
24113,29,"M",276
24122,51,"M",604
24142,34,"F",276
24146,30,"M",348
24177,19,"M",826
24186,23,"M",756
24198,29,"M",250
24235,38,"M",276
24259,33,"M",70
24276,19,"M",826
24328,42,"M",276
24329,25,"M",276
24333,32,"M",348
24347,43,"M",40
24391,25,"M",826
24403,47,"M",250
24416,32,"M",756
24439,18,"M",616
24442,23,"M",724
24479,32,"M",56
24568,26,"M",56
24593,22,"M",276
24601,19,"M",528
24613,25,"M",724
24616,34,"M",826
24621,26,"M",250
24624,38,"M",56
24642,19,"M",56
24649,19,"M",724
24679,24,"M",348
24723,20,"M",276
24738,34,"M",250
24742,44,"M",250
24772,23,"M",250
24789,35,"M",724
24804,19,"M",276
24822,44,"M",276
24856,23,"M",643
24859,25,"M",276
24870,20,"M",203
24882,19,"M",276
24923,25,"M",250
24965,25,"F",250
24971,30,"M",56
24973,19,"M",276
24980,25,"M",348
24988,36,"M",276
24995,23,"M",348
25003,22,"M",250
25017,22,"F",203
25029,30,"M",826
25040,20,"F",276
25068,36,"M",348
25115,30,"M",360
25119,24,"M",250
25126,27,"F",643
25129,34,"M",276
25130,24,"M",203
25149,18,"M",703
25179,63,"F",826
25209,24,"M",348
25264,25,"M",276
25283,34,"M",56
25285,22,"M",40
25324,27,"M",250
25331,30,"M",788
25342,32,"M",826
25349,30,"M",203
25367,24,"M",250
25432,19,"M",826
25438,34,"M",40
25443,34,"M",276
25450,43,"M",276
25468,20,"M",826
25475,30,"F",40
25507,23,"M",203
25517,22,"M",203
25530,27,"M",442
25539,35,"M",724
25547,29,"M",756
25558,34,"M",250
25560,27,"F",826
25575,45,"M",276
25576,23,"M",826
25593,53,"M",56
25613,21,"M",250
25639,33,"M",788
25641,37,"M",250
25677,36,"M",724
25754,28,"M",528
25758,37,"M",724
25772,27,"M",756
25790,54,"M",826
25831,19,"M",643
25847,26,"F",250
25858,20,"M",348
25890,33,"M",250
25942,35,"M",203
26031,23,"M",250
26054,26,"M",124
26101,29,"M",250
26103,27,"M",528
26194,21,"M",703
26195,20,"F",203
26206,37,"M",276
26237,18,"M",348
26246,35,"M",756
26249,25,"M",348
26251,24,"M",276
26330,26,"M",703
26344,24,"M",756
26378,24,"M",724
26393,32,"M",348
26409,24,"M",724
26424,25,"M",250
26452,35,"M",276
26522,25,"F",250
26542,29,"F",203
26548,29,"F",203
26599,30,"M",348
26600,36,"M",56
26694,23,"F",276
26713,22,"F",56
26720,45,"M",826
26748,25,"M",528
26761,23,"F",826
26777,40,"M",826
26778,29,"M",56
26791,36,"M",250
26812,25,"M",276
26857,21,"M",56
26859,28,"M",56
26870,53,"M",276
26885,21,"M",203
26902,22,"M",756
26904,22,"M",703
26910,42,"M",203
26913,29,"M",484
26914,22,"M",276
26927,19,"M",703
26933,19,"M",276
26935,22,"M",203
26941,25,"M",203
26970,19,"M",250
27009,29,"M",56
27028,22,"M",203
27031,29,"M",203
27035,23,"M",616
27040,21,"M",826
27052,22,"M",276
27055,29,"M",40
27056,27,"M",752
27075,30,"M",276
27079,28,"M",348
27101,28,"M",276
27138,35,"F",56
27142,20,"M",250
27177,26,"M",616
27187,18,"M",616
27214,34,"F",203
27216,30,"M",528
27242,21,"M",276
27274,27,"M",276
27306,28,"F",752
27311,27,"M",203
27336,18,"M",203
27344,18,"M",203
27345,28,"M",250
27353,19,"M",40
27367,19,"M",616
27373,30,"M",756
27388,26,"M",348
27392,33,"M",250
27399,20,"M",276
27400,33,"M",250
27412,33,"M",756
27417,34,"M",250
27419,24,"M",56
27439,30,"M",703
27442,22,"M",348
27452,36,"M",826
27453,46,"M",250
27472,39,"F",276
27474,22,"M",250
27513,18,"M",276
27516,26,"M",616
27523,26,"M",643
27528,22,"M",250
27529,27,"M",724
27548,26,"F",124
27578,44,"M",724
27580,19,"M",826
27581,18,"M",643
27592,23,"M",470
27611,26,"M",826
27620,28,"M",56
27632,26,"M",40
27633,37,"M",40
27634,27,"M",703
27644,20,"M",40
27650,36,"M",276
27665,39,"M",276
27669,53,"M",348
27679,27,"M",250
27691,21,"M",348
27714,27,"M",124
27721,23,"M",724
27801,40,"M",616
27815,18,"F",250
27820,28,"M",703
27853,27,"M",276
27854,22,"M",348
27872,18,"M",250
27885,28,"M",528
27888,20,"M",40
27898,28,"M",250
27907,25,"M",250
27914,26,"M",250
27915,23,"M",250
27917,27,"M",250
27922,26,"M",250
27934,23,"M",788
27935,63,"M",250
27936,25,"M",250
27971,24,"M",826
27975,27,"F",276
28008,50,"M",276
28010,21,"M",276
28014,34,"M",250
28022,21,"M",276
28025,23,"M",56
28029,18,"M",250
28034,19,"M",616
28042,18,"M",703
28046,28,"F",250
28065,27,"M",250
28079,39,"M",276
28102,30,"M",276
28112,36,"M",250
28126,25,"M",276
28163,27,"M",348
28174,37,"M",56
28191,29,"F",250
28208,38,"F",250
28220,20,"M",250
28221,26,"M",276
28229,19,"M",70
28230,38,"M",724
28278,24,"M",826
28282,25,"M",528
28284,28,"M",724
28301,19,"M",724
28306,20,"M",250
28308,51,"F",250
28313,22,"M",56
28332,35,"M",703
28349,25,"M",752
28356,52,"F",276
28365,37,"M",40
28373,19,"M",724
28377,30,"M",276
28378,41,"M",276
28388,24,"M",276
28395,19,"M",528
28398,23,"M",756
28400,25,"M",250
28404,25,"M",752
28420,31,"M",250
28434,24,"M",40
28464,34,"M",250
28474,40,"M",788
28476,19,"M",70
28486,31,"M",643
28495,26,"M",250
28496,32,"M",352
28516,32,"M",56
28521,21,"M",31
28552,31,"M",826
28570,34,"F",40
28589,28,"M",826
28607,26,"M",276
28642,26,"M",348
28670,30,"M",788
28674,30,"M",250
28677,20,"M",250
28685,22,"M",250
28690,44,"M",250
28692,21,"M",250
28708,29,"M",724
28722,35,"M",250
28723,30,"M",788
28725,19,"M",250
28729,24,"M",250
28732,27,"M",826
28736,28,"M",276
28738,37,"M",578
28756,21,"M",616
28758,26,"M",643
28767,22,"F",276
28770,36,"M",250
28776,21,"M",826
28804,28,"M",276
28812,25,"M",276
28834,44,"M",276
28837,25,"M",276
28849,24,"M",616
28863,62,"M",276
28874,25,"M",826
28908,34,"M",276
28918,23,"M",276
28939,22,"M",634
28949,38,"M",276
28964,22,"M",250
28981,26,"M",250
28985,36,"M",NA
28986,25,"M",826
29006,28,"M",250
29022,40,"F",724
29028,39,"M",724
29075,28,"M",276
29091,29,"M",250
29092,35,"M",276
29121,25,"M",826
29130,18,"M",250
29131,38,"F",756
29141,25,"M",276
29172,23,"M",276
29180,30,"M",756
29193,22,"M",348
29216,30,"M",250
29260,39,"M",276
29293,22,"M",56
29294,24,"F",276
29303,22,"F",348
29313,20,"M",528
29314,32,"M",276
29367,24,"F",40
29382,24,"M",276
29388,26,"M",250
29392,28,"M",250
29397,22,"M",756
29409,22,"M",398
29416,22,"M",276
29429,28,"M",203
29454,32,"M",276
29477,25,"M",616
29479,29,"M",616
29481,29,"M",56
29520,41,"M",756
29548,35,"M",276
29559,23,"M",250
29575,22,"M",56
29582,36,"F",276
29609,32,"M",788
29623,22,"M",56
29658,28,"F",250
29686,21,"M",276
29705,35,"F",276
29719,31,"M",756
29737,21,"M",348
29768,23,"M",276
29821,28,"M",276
29835,19,"M",348
29840,49,"M",276
29850,34,"M",40
29860,27,"M",276
29875,41,"F",616
29876,29,"F",56
29899,32,"M",250
29911,23,"M",724
29916,44,"M",250
29919,21,"M",250
29924,19,"M",203
29932,28,"M",250
29938,33,"M",756
29942,41,"M",276
29991,19,"M",348
30007,50,"M",250
30017,31,"M",250
30029,18,"M",276
30055,26,"F",203
30072,26,"M",203
30078,61,"M",276
30080,30,"M",638
30086,40,"M",703
30104,53,"F",276
30140,23,"M",348
30144,52,"M",276
30147,30,"M",40
30148,32,"M",756
30173,25,"M",276
30208,20,"M",788
30212,32,"M",40
30219,24,"M",756
30273,33,"M",276
30294,47,"M",276
30295,22,"F",203
30297,34,"M",250
30335,25,"M",788
30340,33,"F",276
30348,26,"M",348
30372,31,"M",788
30376,20,"M",276
30378,45,"M",276
30391,18,"M",250
30399,31,"M",250
30407,22,"M",250
30445,27,"M",276
30446,49,"M",276
30469,19,"M",276
30473,22,"M",276
30478,38,"M",276
30507,32,"M",276
30514,23,"M",56
30542,29,"M",250
30558,42,"M",276
30566,19,"M",348
30578,23,"M",276
30586,25,"M",8
30610,24,"M",643
30621,23,"M",203
30624,18,"M",276
30648,27,"M",40
30690,34,"M",724
30711,25,"M",276
30730,25,"M",276
30742,30,"M",826
30772,35,"M",203
30791,36,"M",348
30808,34,"F",703
30811,27,"M",56
30870,27,"M",250
30903,20,"M",31
30914,33,"M",276
30917,21,"M",250
30922,28,"M",276
30942,31,"M",826
30948,31,"M",276
30953,57,"M",250
30962,31,"M",724
30966,38,"M",56
30987,23,"M",276
31008,23,"M",703
31029,25,"M",124
31049,28,"F",276
31051,23,"M",124
31057,19,"M",276
31073,35,"M",276
31077,25,"M",276
31078,25,"M",276
31107,23,"M",203
31118,31,"M",276
31126,22,"M",203
31134,22,"M",250
31136,26,"M",250
31150,20,"M",250
31163,29,"M",250
31189,24,"M",724
31205,26,"M",276
31241,22,"M",348
31249,25,"M",70
31251,37,"M",724
31261,20,"M",276
31262,24,"M",250
31313,25,"M",276
31351,21,"M",442
31391,36,"M",724
31396,30,"M",56
31403,43,"M",250
31406,21,"M",724
31419,30,"F",276
31433,22,"M",250
31435,21,"M",276
31448,28,"F",276
31450,31,"M",276
31496,29,"M",250
31521,25,"M",250
31532,21,"M",276
31570,19,"M",250
31587,25,"M",276
31602,53,"M",276
31618,30,"M",276
31634,26,"M",276
31654,28,"M",250
31670,19,"M",276
31676,78,"M",643
31716,63,"M",276
31734,40,"M",276
31743,21,"M",276
31766,22,"M",203
31801,35,"M",250
31831,23,"F",250
31848,29,"M",250
31856,37,"M",276
31923,26,"M",124
31949,24,"F",250
31967,28,"M",724
31986,24,"M",250
31990,26,"M",250
32013,43,"M",250
32024,38,"M",250
32026,30,"F",250
32037,35,"M",276
32056,29,"M",826
32082,22,"M",40
32084,29,"M",250
32085,19,"M",276
32124,29,"M",276
32151,31,"F",276
32175,25,"M",826
32207,29,"M",250
32209,22,"M",276
32231,24,"M",276
32242,31,"M",40
32254,28,"M",276
32260,55,"M",276
32271,45,"M",250
32278,39,"M",40
32280,32,"M",634
32301,21,"M",348
32327,24,"M",276
32329,25,"M",276
32332,26,"M",250
32343,34,"M",724
32352,19,"M",756
32354,25,"M",276
32355,35,"M",203
32356,31,"M",616
32382,40,"M",348
32411,41,"M",826
32422,25,"M",203
32432,28,"M",703
32443,46,"M",724
32456,21,"M",528
32458,25,"M",276
32463,46,"M",56
32479,32,"M",276
32541,19,"M",250
32552,27,"M",276
32554,33,"M",250
32555,19,"M",276
32567,32,"M",40
32576,30,"M",276
32610,22,"M",724
32612,22,"F",756
32624,23,"M",250
32629,22,"M",528
32649,45,"M",276
32651,31,"M",276
32657,21,"M",826
32676,19,"M",276
32686,41,"M",724
32705,27,"F",276
32745,31,"M",250
32750,47,"M",250
32799,35,"M",276
32832,19,"M",250
32840,17,"M",348
32858,29,"F",250
32875,22,"M",276
32882,29,"F",276
32887,29,"M",756
32912,38,"M",276
32926,39,"M",276
32944,35,"M",56
32961,31,"M",56
32963,25,"M",276
32972,23,"M",276
32982,33,"M",40
32992,25,"M",442
33011,25,"M",56
33026,38,"M",250
33062,29,"M",250
33066,26,"M",348
33073,25,"M",276
33085,18,"M",250
33086,30,"M",752
33090,32,"M",276
33104,40,"M",250
