"userid","total_deposited","total_stakes","play_ratio_pct"
14165,969.00,0,0.00
64016,967.69,64.10,6.62
27009,965.00,360.60,37.37
48252,964.00,0,0.00
39561,963.90,434.65,45.09
59561,961.20,127.21,13.23
13036,959.38,0,0.00
41570,958.89,166.14,17.33
52261,957.58,80.74,8.43
43970,955.00,20.19,2.11
45732,955.00,0,0.00
46548,954.47,104.28,10.93
32875,945.00,0,0.00
6582,942.20,0,0.00
72262,940.20,16.79,1.79
4780,940.00,5.28,0.56
62636,939.38,1.14,0.12
65986,938.49,0,0.00
1089,936.50,0.94,0.10
71870,935.10,0,0.00
15528,934.62,59.56,6.37
45270,930.00,8.09,0.87
50262,929.84,0,0.00
70246,926.20,358.98,38.76
61883,918.20,25.13,2.74
65590,918.00,3.51,0.38
9409,918.00,2.00,0.22
35786,917.00,1.76,0.19
61266,915.53,186.72,20.39
2044,915.00,0,0.00
31856,914.00,0,0.00
38758,905.00,42.65,4.71
55674,901.77,0,0.00
14376,900.00,19.82,2.20
11218,899.41,8.79,0.98
26542,896.60,12.17,1.36
33580,890.00,3.81,0.43
66736,888.68,147.65,16.61
17343,886.00,0,0.00
56684,880.00,119.04,13.53
26249,879.63,206.04,23.42
56600,875.00,4.40,0.50
54602,872.23,86.60,9.93
56521,868.00,5.82,0.67
46286,866.90,0,0.00
8884,865.00,7.42,0.86
40123,865.00,349.20,40.37
47612,862.93,35.87,4.16
30295,862.55,98.93,11.47
65736,860.00,0,0.00
37791,860.00,0,0.00
9459,851.70,1.18,0.14
13202,850.00,11.24,1.32
39954,843.26,37.99,4.51
69343,843.00,39.38,4.67
65228,840.80,4.21,0.50
21912,836.00,1.88,0.22
27399,835.00,15.05,1.80
58447,835.00,0,0.00
28278,831.98,38.05,4.57
15625,831.50,21.11,2.54
41250,830.50,0,0.00
36432,829.48,0,0.00
37705,828.66,0,0.00
4675,825.00,2.80,0.34
38114,821.97,97.43,11.85
14876,819.90,5.81,0.71
12814,819.60,358.00,43.68
17067,816.00,283.79,34.78
21311,816.00,142.89,17.51
66934,815.00,181.26,22.24
20694,806.52,0,0.00
63773,805.94,5.64,0.70
30953,804.80,5.13,0.64
18538,800.00,0,0.00
34120,800.00,7.71,0.96
6918,795.44,22.37,2.81
22725,795.23,136.15,17.12
9388,795.00,2.37,0.30
12080,794.00,2.14,0.27
64811,792.11,49.78,6.28
29575,790.00,37.94,4.80
16977,783.80,191.40,24.42
20999,781.00,69.58,8.91
54268,779.28,0,0.00
22789,770.10,103.02,13.38
23398,763.96,83.53,10.93
51881,762.00,20.19,2.65
15774,760.00,22.47,2.96
65359,760.00,0,0.00
24642,755.00,0,0.00
10064,754.12,185.05,24.54
20468,752.94,25.96,3.45
71030,750.00,301.71,40.23
21058,749.70,0,0.00
4070,749.42,75.49,10.07
20261,745.00,108.10,14.51
31496,740.56,72.36,9.77
429,735.00,0,0.00
10303,732.28,13.02,1.78
43205,731.08,29.71,4.06
44349,730.39,1.32,0.18
48047,729.10,90.56,12.42
10065,726.88,0.77,0.11
29860,724.10,100.95,13.94
1912,720.00,107.37,14.91
65321,718.13,19.66,2.74
52524,715.00,98.31,13.75
13937,712.60,0,0.00
58115,710.22,20.82,2.93
41962,708.00,0,0.00
28042,705.38,88.48,12.54
42144,703.20,0.02,0.00
44433,703.08,30.19,4.29
15951,701.30,0,0.00
8983,695.00,2.21,0.32
57432,693.60,24.17,3.48
16201,690.00,0,0.00
67387,688.50,0,0.00
41274,686.88,0,0.00
20083,685.00,303.33,44.28
30558,685.00,5.59,0.82
1793,680.00,50.42,7.41
51389,671.60,40.04,5.96
42816,665.00,1.34,0.20
47383,661.00,78.11,11.82
1327,660.00,195.69,29.65
63208,659.21,8.18,1.24
31403,656.88,134.42,20.46
20559,655.00,12.62,1.93
40848,655.00,3.36,0.51
12973,651.00,247.64,38.04
8403,650.76,45.49,6.99
46931,650.00,0.00,0.00
7955,650.00,72.50,11.15
70285,650.00,82.85,12.75
42440,646.00,94.47,14.62
1862,644.70,1.25,0.19
55769,643.00,64.55,10.04
58285,640.00,42.96,6.71
47123,638.75,32.76,5.13
7367,638.40,0,0.00
50598,638.23,43.22,6.77
28332,638.20,21.49,3.37
13525,635.00,94.31,14.85
69047,627.92,3.77,0.60
59089,627.00,52.49,8.37
50174,626.86,14.46,2.31
2697,625.00,0.00,0.00
8209,625.00,52.56,8.41
64868,624.40,0,0.00
23716,622.20,103.35,16.61
1486,616.50,0,0.00
32972,615.00,0,0.00
12319,612.28,143.23,23.39
19718,612.00,2.07,0.34
18152,612.00,0,0.00
612,612.00,0,0.00
22122,610.20,75.74,12.41
10311,610.00,123.50,20.25
53255,608.94,17.25,2.83
70227,608.47,0,0.00
11424,608.00,44.30,7.29
13773,605.00,8.00,1.32
46239,602.60,0,0.00
7164,598.30,162.43,27.15
9300,595.00,40.23,6.76
28908,594.20,0,0.00
48053,594.00,67.07,11.29
44776,590.00,1.39,0.24
17390,590.00,2.35,0.40
70411,585.29,38.73,6.62
34768,582.50,117.44,20.16
67863,581.40,133.20,22.91
17128,580.54,16.14,2.78
21765,580.00,0,0.00
66471,580.00,0.27,0.05
47855,580.00,25.17,4.34
1090,575.00,169.64,29.50
11498,574.20,240.00,41.80
12651,573.85,0,0.00
11445,572.40,0,0.00
26031,571.20,170.47,29.84
29141,570.00,0.99,0.17
55732,570.00,45.39,7.96
9150,568.66,48.90,8.60
33304,567.00,4.13,0.73
24442,560.00,36.98,6.60
53905,560.00,12.61,2.25
70311,559.55,18.76,3.35
65304,553.00,1.33,0.24
8495,549.00,146.75,26.73
56633,545.00,4.51,0.83
60007,545.00,119.24,21.88
20373,544.01,161.39,29.67
56720,541.00,0,0.00
2314,540.00,40.82,7.56
13311,535.00,34.59,6.47
41664,534.12,240.43,45.01
63743,531.80,0,0.00
28723,531.45,107.15,20.16
10630,531.38,0,0.00
70700,530.00,106.06,20.01
3033,528.60,172.52,32.64
13267,527.00,8.46,1.61
53370,525.39,126.08,24.00
31435,525.00,90.04,17.15
54801,524.90,182.84,34.83
16091,523.50,1.86,0.36
1188,521.20,115.39,22.14
62997,521.00,0.89,0.17
65438,520.00,0,0.00
28685,520.00,70.15,13.49
33085,518.16,7.10,1.37
25507,517.22,0,0.00
25772,516.66,103.23,19.98
39881,515.00,0,0.00
10358,515.00,61.08,11.86
55910,514.40,132.01,25.66
6198,513.80,102.68,19.98
59202,512.80,158.16,30.84
30140,511.20,197.97,38.73
70766,510.00,0,0.00
11580,510.00,80.89,15.86
72391,510.00,70.19,13.76
48481,505.00,0,0.00
56679,504.03,10.73,2.13
41129,499.80,0.00,0.00
7581,498.50,31.41,6.30
30208,497.65,91.32,18.35
36849,496.00,32.90,6.63
2022,490.80,4.45,0.91
34733,490.00,150.17,30.65
25754,487.60,2.19,0.45
47354,486.00,53.74,11.06
22198,485.04,5.42,1.12
4564,485.00,0,0.00
45552,485.00,0,0.00
4065,484.00,0,0.00
36160,483.60,17.39,3.60
25613,483.30,110.97,22.96
52415,480.00,18.52,3.86
49572,480.00,163.54,34.07
642,478.20,222.82,46.60
69015,477.65,0,0.00
34155,475.26,0.83,0.17
12598,472.20,14.95,3.17
36289,472.15,20.13,4.26
3616,469.60,2.77,0.59
23258,469.20,0.64,0.14
21321,465.28,0,0.00
54534,465.00,15.82,3.40
35262,464.11,0.18,0.04
27177,462.41,217.76,47.09
37197,460.00,124.38,27.04
38473,460.00,0,0.00
34600,460.00,16.35,3.55
65504,459.00,75.97,16.55
36687,459.00,29.85,6.50
66154,457.78,205.14,44.81
9223,456.80,107.03,23.43
30791,456.33,0,0.00
51070,455.00,0.60,0.13
60853,453.39,0,0.00
9091,452.90,148.43,32.77
5113,451.45,116.48,25.80
3944,451.45,59.80,13.25
27721,450.00,35.51,7.89
36933,450.00,27.78,6.17
1640,446.00,0,0.00
38647,441.10,30.02,6.81
68015,440.00,12.42,2.82
48438,440.00,39.22,8.91
32567,440.00,52.01,11.82
38693,436.00,0,0.00
55998,435.00,0,0.00
52727,435.00,0,0.00
20629,433.00,6.48,1.50
38848,429.10,0,0.00
30948,428.99,0,0.00
15149,428.40,3.47,0.81
12553,426.48,13.39,3.14
13821,425.00,192.88,45.38
18842,422.40,43.82,10.37
15635,420.90,158.08,37.56
21160,420.00,0,0.00
26195,417.13,20.90,5.01
760,417.00,165.39,39.66
55700,416.00,11.59,2.79
40730,415.00,58.84,14.18
43765,415.00,2.73,0.66
41191,415.00,5.55,1.34
65992,415.00,0.74,0.18
70014,412.56,108.54,26.31
14781,410.00,18.53,4.52
30507,410.00,0,0.00
26857,410.00,3.78,0.92
19841,410.00,0.00,0.00
33850,408.00,11.55,2.83
65323,408.00,14.61,3.58
38028,408.00,6.07,1.49
7651,405.64,37.67,9.29
42575,405.32,0,0.00
32343,405.00,14.10,3.48
25331,404.27,10.86,2.69
27611,402.29,1.76,0.44
65036,401.49,83.91,20.90
16298,400.40,148.63,37.12
42191,395.00,21.10,5.34
49087,394.10,18.00,4.57
20224,393.60,0,0.00
71163,391.20,0,0.00
40418,390.00,10.78,2.76
45285,390.00,21.35,5.47
23707,390.00,0,0.00
68150,388.71,4.75,1.22
6098,388.00,133.49,34.40
33816,388.00,177.18,45.66
803,387.60,191.12,49.31
42493,387.18,0.00,0.00
39450,386.90,21.33,5.51
71724,385.00,0,0.00
60556,384.00,69.81,18.18
18279,383.20,5.63,1.47
13537,382.30,0,0.00
69672,382.01,0,0.00
50946,380.83,111.60,29.30
68005,380.12,3.95,1.04
18085,380.00,175.04,46.06
67376,380.00,0.00,0.00
40616,380.00,138.40,36.42
42008,380.00,2.25,0.59
52785,380.00,14.89,3.92
30942,378.00,98.35,26.02
13978,376.00,11.41,3.03
37142,375.00,184.35,49.16
6109,375.00,6.27,1.67
62067,375.00,0,0.00
28516,374.00,45.25,12.10
37815,370.00,0,0.00
11170,370.00,0,0.00
10543,369.97,0,0.00
13701,369.80,134.02,36.24
46800,367.00,4.34,1.18
6117,367.00,24.33,6.63
50844,362.47,79.12,21.83
44396,362.10,5.73,1.58
41611,360.00,25.81,7.17
239,360.00,12.74,3.54
31670,360.00,35.68,9.91
68125,360.00,0,0.00
40188,357.47,26.44,7.40
43409,357.00,81.89,22.94
56612,356.80,0,0.00
12032,355.00,126.12,35.53
23186,355.00,0,0.00
33287,353.87,0.00,0.00
60012,353.09,101.84,28.84
38688,351.08,121.27,34.54
70753,351.05,6.29,1.79
48662,350.30,0,0.00
6534,350.00,0,0.00
51111,350.00,0.00,0.00
58518,349.98,157.30,44.95
12513,348.00,33.14,9.52
12280,347.00,0,0.00
19424,345.00,0,0.00
20191,342.72,94.77,27.65
64588,341.40,0,0.00
63240,340.60,26.71,7.84
1143,340.00,0,0.00
2325,340.00,61.79,18.17
21278,340.00,106.40,31.29
66261,340.00,0,0.00
2620,340.00,0,0.00
18244,340.00,53.27,15.67
21651,340.00,16.13,4.74
28486,337.65,11.35,3.36
13898,337.50,3.51,1.04
9316,336.50,0,0.00
20930,336.20,2.00,0.59
70302,335.00,23.79,7.10
56193,334.30,1.56,0.47
66853,333.81,0,0.00
51429,332.01,144.47,43.51
4603,330.60,39.71,12.01
47831,330.00,0,0.00
18519,329.46,5.06,1.54
9827,329.21,137.07,41.64
11386,325.00,18.82,5.79
46577,324.89,94.77,29.17
52362,321.50,18.14,5.64
51362,321.00,90.46,28.18
33086,320.59,0,0.00
46355,320.00,9.27,2.90
30007,320.00,10.05,3.14
29477,318.18,0,0.00
61948,316.00,0,0.00
23039,310.00,5.20,1.68
56508,310.00,3.58,1.15
46056,308.23,0,0.00
19827,306.00,34.78,11.37
66361,306.00,0,0.00
41661,303.80,30.37,10.00
46224,301.80,1.95,0.65
60121,300.72,17.43,5.80
68535,300.00,49.86,16.62
57398,300.00,0,0.00
22586,300.00,120.87,40.29
19234,300.00,3.76,1.25
65638,300.00,1.57,0.52
47648,299.00,0,0.00
44746,298.40,0,0.00
2962,298.38,0.04,0.01
20617,293.81,122.48,41.69
52020,292.04,78.89,27.01
55562,290.98,0,0.00
40053,290.31,87.34,30.09
38562,289.68,0,0.00
18023,289.00,17.16,5.94
7536,287.49,0,0.00
68983,287.00,0,0.00
5725,285.79,15.15,5.30
10864,285.60,128.48,44.99
3829,285.60,19.49,6.82
47770,285.42,36.08,12.64
6812,285.00,0,0.00
4667,285.00,5.75,2.02
62680,284.25,0,0.00
15527,280.39,0,0.00
40581,280.00,51.63,18.44
59887,280.00,47.33,16.90
145,280.00,5.62,2.01
27853,280.00,89.62,32.01
18819,280.00,0.90,0.32
25539,280.00,7.50,2.68
63086,280.00,31.09,11.10
27513,278.70,38.97,13.98
69818,277.16,0,0.00
2327,275.00,0,0.00
38233,275.00,2.47,0.90
4182,273.81,0,0.00
3028,273.40,98.32,35.96
61104,273.00,5.28,1.93
29875,271.83,51.42,18.92
66919,270.30,18.62,6.89
65043,270.00,0.94,0.35
45095,270.00,15.43,5.71
64454,269.61,10.27,3.81
14060,268.28,47.69,17.78
10830,265.00,46.25,17.45
18089,265.00,38.29,14.45
21158,263.00,18.09,6.88
6517,260.00,78.42,30.16
11725,260.00,4.51,1.73
9569,260.00,9.86,3.79
12230,259.90,5.18,1.99
1691,259.09,5.63,2.17
55842,257.95,0,0.00
16564,255.00,0,0.00
56434,255.00,114.75,45.00
12634,255.00,42.41,16.63
59308,255.00,0,0.00
3966,252.14,16.04,6.36
59171,250.80,1.68,0.67
63923,250.80,0.14,0.06
34778,250.00,53.54,21.42
27922,250.00,0,0.00
70978,250.00,0,0.00
37770,250.00,110.07,44.03
58345,249.90,94.19,37.69
9962,244.80,62.94,25.71
38964,242.00,6.26,2.59
52177,241.67,0,0.00
58857,240.15,50.70,21.11
66585,240.00,0.34,0.14
43184,240.00,13.90,5.79
16358,240.00,1.61,0.67
53345,239.92,84.47,35.21
55330,236.83,34.20,14.44
16136,236.76,36.84,15.56
10754,236.67,8.95,3.78
16280,236.40,0,0.00
68604,235.00,19.89,8.46
37063,234.60,22.35,9.53
3136,234.60,0,0.00
35954,230.50,61.82,26.82
13927,230.00,13.89,6.04
6806,230.00,29.62,12.88
41911,229.59,13.35,5.81
51432,229.24,53.62,23.39
47918,228.04,0,0.00
8487,227.00,39.40,17.36
20632,226.58,6.11,2.70
4944,225.00,42.80,19.02
39781,225.00,9.31,4.14
21067,225.00,0,0.00
19680,224.40,16.22,7.23
15188,222.36,0,0.00
56103,222.23,104.79,47.15
59231,222.01,1.56,0.70
23225,222.00,0,0.00
7293,220.00,26.37,11.99
469,220.00,54.07,24.58
61838,220.00,27.40,12.45
67322,220.00,2.02,0.92
8940,220.00,11.46,5.21
40854,218.40,1.40,0.64
1183,216.60,0,0.00
11504,215.99,50.78,23.51
37175,215.00,0,0.00
4262,215.00,32.97,15.33
11039,211.69,20.17,9.53
59549,211.20,2.60,1.23
63491,211.14,9.69,4.59
56429,210.00,0,0.00
12000,210.00,0,0.00
66708,210.00,1.87,0.89
17361,210.00,78.20,37.24
52961,210.00,0,0.00
70383,208.83,0,0.00
10998,206.60,75.57,36.58
62593,206.50,44.64,21.62
4924,205.00,0,0.00
70399,205.00,0,0.00
13829,205.00,0,0.00
64033,204.00,1.10,0.54
57124,204.00,0,0.00
52757,203.62,0,0.00
71760,203.20,33.12,16.30
11610,201.80,74.21,36.77
6984,201.58,25.37,12.59
50771,201.40,59.23,29.41
16453,201.00,0,0.00
8037,200.00,0,0.00
50899,200.00,15.03,7.52
48221,200.00,79.80,39.90
18340,200.00,22.50,11.25
56302,200.00,84.24,42.12
33588,200.00,2.97,1.49
66819,200.00,5.34,2.67
1078,198.90,3.02,1.52
63129,198.10,68.10,34.38
62365,196.76,16.14,8.20
5212,196.60,0,0.00
59973,195.00,8.23,4.22
30648,195.00,87.19,44.71
5381,193.60,2.02,1.04
39608,193.34,0,0.00
37302,191.50,0.37,0.19
15784,190.00,22.49,11.84
31118,190.00,7.52,3.96
66141,190.00,2.41,1.27
68668,189.88,10.80,5.69
51599,189.48,16.45,8.68
29938,188.08,0,0.00
37559,185.60,1.00,0.54
28404,185.24,0,0.00
38173,185.00,13.98,7.56
159,185.00,84.99,45.94
63363,184.00,28.46,15.47
36996,183.96,0,0.00
39851,183.24,80.78,44.08
68461,182.94,46.23,25.27
37861,182.83,0,0.00
61185,181.80,0.00,0.00
13963,181.49,8.67,4.78
34266,181.37,5.23,2.88
48452,181.00,0,0.00
21223,180.61,33.84,18.74
15896,180.00,9.71,5.39
64879,180.00,11.14,6.19
55120,180.00,0,0.00
20892,180.00,0,0.00
33283,180.00,19.64,10.91
34772,180.00,0,0.00
40670,180.00,65.55,36.42
50246,180.00,6.52,3.62
42828,180.00,18.42,10.23
24333,179.80,51.05,28.39
13839,179.07,0,0.00
61228,179.00,8.89,4.97
23065,178.64,21.02,11.77
22547,177.29,49.84,28.11
3329,177.02,0,0.00
48651,177.00,47.54,26.86
30055,175.89,74.96,42.62
59602,175.00,17.64,10.08
64532,175.00,0,0.00
5332,175.00,0,0.00
19649,175.00,25.44,14.54
54885,174.82,5.14,2.94
51248,174.00,18.08,10.39
31654,173.40,60.93,35.14
32278,172.70,0,0.00
13735,172.20,0,0.00
63679,172.10,61.92,35.98
8328,172.06,20.18,11.73
1968,171.89,37.26,21.68
29835,171.65,43.78,25.51
7351,171.36,0,0.00
8177,170.80,22.10,12.94
48673,170.40,53.00,31.10
9351,170.40,62.33,36.58
13049,170.00,14.21,8.36
46785,170.00,18.68,10.99
30473,170.00,44.94,26.44
20234,170.00,51.94,30.55
46788,170.00,40.93,24.08
25209,169.64,1.82,1.07
46545,168.10,52.17,31.04
3042,168.00,0,0.00
72007,167.28,31.18,18.64
22534,167.08,3.02,1.81
56928,166.70,0,0.00
32209,165.20,6.23,3.77
8886,165.00,0,0.00
2495,164.09,33.52,20.43
66424,164.00,0,0.00
61585,162.50,67.65,41.63
33026,162.20,7.82,4.82
24621,162.00,33.72,20.81
60038,161.20,0,0.00
44831,160.79,0.00,0.00
21788,160.00,0,0.00
49409,160.00,0.48,0.30
24859,160.00,25.27,15.79
21450,160.00,6.14,3.84
20720,160.00,0,0.00
56342,160.00,67.65,42.28
67997,159.23,0.57,0.36
51482,158.64,36.24,22.84
62530,158.00,71.56,45.29
64708,156.50,4.07,2.60
44002,155.11,0,0.00
59620,155.00,14.89,9.61
51856,155.00,69.89,45.09
61250,155.00,0,0.00
53417,155.00,10.83,6.99
63333,153.00,23.68,15.48
33299,153.00,42.62,27.86
31249,153.00,0,0.00
2118,153.00,12.50,8.17
19962,153.00,0.36,0.24
64279,153.00,32.45,21.21
1973,152.50,0,0.00
54225,151.00,7.97,5.28
50135,150.60,3.74,2.48
38394,150.36,72.56,48.26
2162,150.19,8.81,5.87
45388,150.00,2.74,1.83
48369,150.00,0,0.00
8570,150.00,25.51,17.01
70929,150.00,0,0.00
24613,150.00,24.76,16.51
14349,150.00,4.51,3.01
37609,149.95,33.14,22.10
3988,149.00,5.77,3.87
2527,147.73,39.32,26.62
13754,146.40,0.88,0.60
4045,145.00,0,0.00
15099,145.00,0,0.00
10343,145.00,18.86,13.01
67940,143.86,0,0.00
54025,143.00,1.75,1.22
1485,142.96,0,0.00
17181,142.80,10.05,7.04
60182,142.70,33.59,23.54
4351,142.40,0,0.00
12703,141.60,0,0.00
51610,141.40,28.02,19.82
43842,141.34,0,0.00
18393,140.00,10.17,7.26
4416,140.00,0,0.00
21225,140.00,0,0.00
65679,140.00,3.52,2.51
47603,140.00,0.00,0.00
59627,139.54,21.41,15.34
30335,139.00,0.29,0.21
17562,138.31,0,0.00
2287,137.70,30.33,22.03
12922,137.35,0,0.00
38014,136.00,13.64,10.03
5388,135.00,26.38,19.54
52669,135.00,6.62,4.90
31057,135.00,4.63,3.43
5778,135.00,0,0.00
9193,135.00,0,0.00
33914,135.00,15.63,11.58
3617,135.00,29.08,21.54
66328,134.64,9.99,7.42
63371,132.60,37.21,28.06
14672,132.60,0,0.00
23204,132.60,3.06,2.31
14949,132.60,0,0.00
5101,132.51,11.89,8.97
44729,132.34,64.35,48.62
22092,132.09,54.74,41.44
59240,132.00,14.56,11.03
41663,131.76,30.09,22.84
5551,130.12,25.25,19.41
57740,130.00,0.18,0.14
50586,130.00,62.00,47.69
27529,130.00,0,0.00
68882,130.00,0,0.00
22238,130.00,38.81,29.85
8369,130.00,14.29,10.99
32082,130.00,0,0.00
40514,130.00,25.26,19.43
1959,129.78,2.89,2.23
19628,129.27,15.51,12.00
41494,129.19,0,0.00
25040,125.00,3.51,2.81
61491,125.00,25.12,20.10
31831,125.00,0,0.00
3779,125.00,11.49,9.19
19880,122.40,5.37,4.39
4328,122.40,0,0.00
35551,122.40,24.95,20.38
71073,122.40,3.15,2.57
38930,122.14,0,0.00
38768,121.65,0,0.00
39678,120.00,7.37,6.14
31261,120.00,0,0.00
13633,120.00,16.10,13.42
22167,120.00,0.46,0.38
28670,118.32,2.31,1.95
6136,117.30,28.31,24.13
47562,115.98,8.12,7.00
56082,115.00,0,0.00
59079,115.00,14.09,12.25
18093,115.00,0,0.00
38631,115.00,48.74,42.38
12933,113.22,39.12,34.55
16796,112.20,22.37,19.94
60081,112.20,26.12,23.28
65886,112.20,0,0.00
11992,112.20,23.76,21.18
33317,112.20,0,0.00
15255,111.00,31.61,28.48
36547,110.80,0,0.00
28065,110.40,4.63,4.19
17051,110.00,0,0.00
22430,110.00,23.15,21.05
52409,110.00,1.07,0.97
41984,110.00,50.39,45.81
64797,110.00,0,0.00
3987,110.00,12.12,11.02
12077,110.00,2.22,2.02
16533,110.00,0,0.00
28112,110.00,1.69,1.54
12340,110.00,0,0.00
62287,110.00,51.22,46.56
40258,110.00,33.16,30.15
58668,110.00,10.59,9.63
39223,110.00,0,0.00
4921,109.17,29.53,27.05
33090,109.00,20.55,18.85
18199,108.23,0,0.00
61897,108.00,12.26,11.35
11538,108.00,0,0.00
68228,107.25,0,0.00
42196,107.10,34.00,31.75
44446,107.10,0,0.00
35762,105.00,0,0.00
15081,105.00,0,0.00
41271,105.00,1.10,1.05
23671,105.00,0,0.00
2860,105.00,47.57,45.30
38924,104.37,0,0.00
15740,104.32,32.67,31.32
40504,102.00,15.59,15.28
62015,102.00,32.27,31.64
69150,102.00,0,0.00
18129,102.00,0,0.00
5223,102.00,0,0.00
54069,102.00,0,0.00
55663,102.00,0.98,0.96
44581,102.00,2.10,2.06
15788,102.00,3.63,3.56
7116,102.00,40.95,40.15
9094,102.00,12.70,12.45
61530,102.00,1.00,0.98
62650,102.00,0,0.00
70146,102.00,0,0.00
37876,102.00,0,0.00
5007,102.00,0,0.00
42562,102.00,1.68,1.65
16029,101.00,14.00,13.86
33307,100.60,0,0.00
46907,100.60,9.44,9.38
30578,100.00,2.61,2.61
4993,100.00,0.25,0.25
28208,100.00,0,0.00
50589,100.00,0,0.00
29130,100.00,0,0.00
56392,100.00,46.08,46.08
11851,100.00,30.90,30.90
22003,100.00,0,0.00
21209,100.00,12.82,12.82
49348,100.00,34.06,34.06
13919,100.00,7.12,7.12
6906,100.00,16.94,16.94
33411,100.00,9.94,9.94
1023,100.00,0.27,0.27
42226,100.00,3.52,3.52
32651,100.00,0,0.00
63080,100.00,15.95,15.95
58928,100.00,8.51,8.51
430,100.00,0,0.00
50634,100.00,1.98,1.98
32555,100.00,20.45,20.45
2089,100.00,0,0.00
69117,100.00,27.28,27.28
13037,100.00,0,0.00
50967,100.00,21.13,21.13
37447,100.00,0,0.00
23721,100.00,0,0.00
67620,100.00,0.79,0.79
